tax_id	assoc	stat	p.value	p.adjusted	label
519715	Freshwater	0.774596669241483	0.0092	0.0322553264604811	SA-8 (519715)
63216	Freshwater	0.774596669241483	0.0092	0.0322553264604811	TM3 (63216)
149144	Freshwater	0.890996310726039	0.0024	0.0297702127659574	TM3 (149144)
221514	Freshwater	0.774596669241483	0.0092	0.0322553264604811	TM3 (221514)
550451	Freshwater	0.747970226318842	0.0117	0.0386621052631579	SJA-88 (550451)
143845	Freshwater	0.774596669241483	0.0092	0.0322553264604811	SJA-88 (143845)
88155	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Leptospiraceae (88155)
245878	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Desulfovibrio (245878)
190872	Human	0.816496580927726	0.0133	0.0415918007662835	Clostridium (190872)
303568	Saline	0.813719373626609	0.0142	0.0435715789473684	Cyanobacteria (303568)
200033	Freshwater	0.75252384336409	0.0117	0.0386621052631579	Trebouxiophyceae (200033)
38828	Freshwater	0.889242062144333	0.0022	0.0297291390728477	Trebouxiophyceae (38828)
233592	Freshwater	0.892550899462189	0.0035	0.0322553264604811	Cyanobacteria (233592)
25107	Saline	0.816496580927726	0.0046	0.0322553264604811	Cyanobacteria (25107)
137756	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Cyanobacteria (137756)
210139	Freshwater	0.878019763194699	0.0055	0.0322553264604811	Cyanobacteria (210139)
83959	Freshwater	0.892651475150774	0.003	0.0322553264604811	Cyanobacteria (83959)
354695	Saline	0.812636055372001	0.0086	0.0322553264604811	Cyanobacteria (354695)
592858	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Cyanobacteria (592858)
558119	Saline	0.993064427813379	0.0013	0.0211366533864542	Cyanobacteria (558119)
308887	Freshwater+Saline	0.998361997262387	1e-04	0.00784807692307692	Cyanobacteria (308887)
313351	Freshwater+Saline	0.846741645282235	0.0108	0.0366374064837905	Cyanobacteria (313351)
278521	Freshwater+Saline	0.997089511934743	2e-04	0.00896923076923077	Cyanobacteria (278521)
561077	Freshwater+Saline	0.998426659971007	0.0014	0.0221449612403101	Cyanobacteria (561077)
542011	Freshwater	0.937701903366025	0.0061	0.0322553264604811	Cyanobacteria (542011)
139214	Freshwater+Saline	0.949054509282829	0.001	0.0177434782608696	Cyanobacteria (139214)
323726	Freshwater	0.98760794758248	0.0027	0.0320311046511628	Cyanobacteria (323726)
549748	Freshwater+Saline	0.797724035217466	0.01	0.0345847457627119	Cyanobacteria (549748)
332808	Freshwater+Saline	0.992630702823542	0.0077	0.0322553264604811	Cyanobacteria (332808)
91725	Freshwater+Saline	0.951539896042286	0.0027	0.0320311046511628	Cyanobacteria (91725)
305627	Saline	0.990882528263811	0.0026	0.0315791666666667	Cyanobacteria (305627)
347310	Saline	0.816496580927726	0.0046	0.0322553264604811	Cyanobacteria (347310)
327536	Freshwater+Saline	0.997502253674324	0.0055	0.0322553264604811	Cyanobacteria (327536)
318540	Freshwater+Saline	0.950609612804444	9e-04	0.0162517699115044	Cyanobacteria (318540)
306869	Freshwater+Saline	0.902998060416362	0.0038	0.0322553264604811	Cyanobacteria (306869)
340216	Freshwater+Saline	0.99737364330407	0.0069	0.0322553264604811	Cyanobacteria (340216)
106374	Saline	0.811423373904329	0.0147	0.0447024590163934	Cyanobacteria (106374)
338106	Saline	0.809732376731918	0.0148	0.0448394951744618	Cyanobacteria (338106)
131943	Saline	0.810884854079383	0.0142	0.0435715789473684	Cyanobacteria (131943)
351106	Saline	0.813733471206735	0.0139	0.04303937784522	Cyanobacteria (351106)
48463	Saline	0.815111513635415	0.0067	0.0322553264604811	Cyanobacteria (48463)
228407	Saline	0.908314682187659	0.0091	0.0322553264604811	Cyanobacteria (228407)
210194	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Cyanobacterium (210194)
221509	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Cyanobacterium (221509)
107995	Freshwater	0.894427190999916	0.0014	0.0221449612403101	Aphanizomenon (107995)
279083	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Leptolyngbya (279083)
225695	Freshwater	0.893265747592192	0.0041	0.0322553264604811	Prochlorococcus (225695)
152259	Freshwater	0.877862290928858	0.0048	0.0322553264604811	Prochlorococcus (152259)
3343	Freshwater	1	1e-04	0.00784807692307692	Prochlorococcus (3343)
550108	Freshwater	0.997493999569021	2e-04	0.00896923076923077	Prochlorococcus (550108)
142703	Freshwater	0.997958764966882	3e-04	0.01166	Prochlorococcus (142703)
202572	Freshwater	0.992067144255112	9e-04	0.0162517699115044	Prochlorococcus (202572)
558480	Freshwater	0.813676204344972	0.0081	0.0322553264604811	Prochlorococcus (558480)
190926	Freshwater	0.93496422389552	0.0036	0.0322553264604811	Pseudanabaena (190926)
180764	Freshwater	0.741048272633356	0.0145	0.0442922904191617	Pseudanabaena (180764)
142290	Saline	0.816496580927726	0.0039	0.0322553264604811	Sulfurimonas (142290)
558915	Freshwater	0.874415101603068	0.0019	0.0269232638888889	Burkholderiaceae (558915)
546434	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Burkholderiaceae (546434)
310487	Freshwater	1	1e-04	0.00784807692307692	Burkholderiaceae (310487)
170130	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Burkholderiaceae (170130)
324381	Saline	0.868366469197185	0.01	0.0345847457627119	Burkholderiaceae (324381)
250119	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Alcaligenaceae (250119)
511916	Freshwater	0.882765320682096	0.0119	0.0391960451977401	Alcaligenaceae (511916)
581579	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Alcaligenaceae (581579)
207344	Freshwater	0.751469149302179	0.013	0.0407786318216756	Sutterella (207344)
95883	Freshwater	0.853202139290516	0.0059	0.0322553264604811	Alcaligenaceae (95883)
228077	Freshwater	0.943606731980567	5e-04	0.014786231884058	Proteobacteria (228077)
536916	Freshwater	0.863252847925829	0.0064	0.0322553264604811	Proteobacteria (536916)
589010	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Vogesella (589010)
6370	Freshwater	1	1e-04	0.00784807692307692	Vogesella (6370)
519627	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Laribacter (519627)
240452	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (240452)
41200	Freshwater	0.948683298050514	3e-04	0.01166	Proteobacteria (41200)
224900	Freshwater	0.884840341928206	0.0023	0.0297702127659574	Proteobacteria (224900)
234053	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Proteobacteria (234053)
150739	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Proteobacteria (150739)
224259	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Proteobacteria (224259)
250010	Freshwater	0.948683298050514	3e-04	0.01166	Proteobacteria (250010)
583255	Freshwater	0.876572556403813	8e-04	0.0162517699115044	Proteobacteria (583255)
277681	Freshwater	0.826566197489419	0.0034	0.0322553264604811	Proteobacteria (277681)
551424	Freshwater	0.950075778252997	0.0027	0.0320311046511628	Proteobacteria (551424)
222729	Freshwater	0.931891116296093	6e-04	0.0151148148148148	Proteobacteria (222729)
285572	Freshwater	0.759670478984949	0.0092	0.0322553264604811	Proteobacteria (285572)
541147	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (541147)
593905	Freshwater	0.769137850913518	0.0092	0.0322553264604811	Proteobacteria (593905)
219174	Freshwater	0.863995540679685	0.0094	0.0328155688622754	Proteobacteria (219174)
281246	Freshwater	0.718143674398551	0.0157	0.0469046120058565	Proteobacteria (281246)
279993	Freshwater	0.991509440488737	5e-04	0.014786231884058	Proteobacteria (279993)
563745	Freshwater	0.76852130744697	0.0092	0.0322553264604811	Proteobacteria (563745)
168042	Freshwater	0.886834788888457	0.0062	0.0322553264604811	Proteobacteria (168042)
165384	Freshwater	0.99313600499829	0.0019	0.0269232638888889	Proteobacteria (165384)
235519	Freshwater	0.751742162626101	0.0102	0.0348628140703518	Proteobacteria (235519)
352281	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (352281)
221665	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (221665)
142009	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (142009)
157311	Freshwater	0.746337763553869	0.0162	0.0479073913043478	Proteobacteria (157311)
264040	Freshwater	0.913475279409747	5e-04	0.014786231884058	Methylophilaceae (264040)
104555	Freshwater	0.882036844183534	0.004	0.0322553264604811	Methylotenera (104555)
537948	Freshwater	0.813676204344972	0.0052	0.0322553264604811	Methylotenera (537948)
105727	Freshwater	0.852411581682907	0.0053	0.0322553264604811	Methylotenera (105727)
202563	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Methylotenera (202563)
306546	Freshwater	0.791256568074944	0.0107	0.0363889166666667	Methylotenera (306546)
99150	Freshwater	0.898717034272917	0.003	0.0322553264604811	Methylophilaceae (99150)
354554	Freshwater+Saline	0.900608086237875	0.0155	0.0465113970588235	Methylophilaceae (354554)
107387	Saline	0.991545109065642	0.0075	0.0322553264604811	Methylophilaceae (107387)
306270	Freshwater	0.963134694441721	0.0026	0.0315791666666667	Methylophilaceae (306270)
137279	Freshwater	0.767959043276509	0.0126	0.0397377125193199	Methylophilaceae (137279)
168285	Freshwater+Saline	0.901281473636486	0.0037	0.0322553264604811	Proteobacteria (168285)
551992	Freshwater	0.864899964187737	0.0056	0.0322553264604811	Proteobacteria (551992)
592669	Freshwater	0.758028372358903	0.0149	0.0450755374351371	Proteobacteria (592669)
137480	Freshwater	0.992082219041113	3e-04	0.01166	Gallionellaceae (137480)
528137	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Gallionella (528137)
141618	Freshwater	0.884651736929383	0.0138	0.0429578947368421	Gallionellaceae (141618)
336177	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Gallionellaceae (336177)
553899	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Gallionellaceae (553899)
245670	Freshwater	0.991189255566704	3e-04	0.01166	Gallionellaceae (245670)
234236	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Gallionellaceae (234236)
556474	Freshwater	0.80903983495589	0.0042	0.0322553264604811	Proteobacteria (556474)
245525	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Methyloversatilis (245525)
137170	Freshwater	0.971504104324373	1e-04	0.00784807692307692	Methyloversatilis (137170)
43046	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Methyloversatilis (43046)
323221	Freshwater	0.982546652264122	1e-04	0.00784807692307692	Methyloversatilis (323221)
6749	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Methyloversatilis (6749)
567753	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Methyloversatilis (567753)
147910	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Rhodocyclaceae (147910)
356823	Freshwater	0.971983220645022	1e-04	0.00784807692307692	Rhodocyclaceae (356823)
149145	Freshwater	0.745575182621563	0.0148	0.0448394951744618	Rhodocyclaceae (149145)
6783	Freshwater	0.75855773416766	0.0102	0.0348628140703518	Rhodocyclaceae (6783)
586984	Freshwater	0.968486066263168	2e-04	0.00896923076923077	Thauera (586984)
265716	Freshwater	0.970494958830946	1e-04	0.00784807692307692	Thauera (265716)
234901	Freshwater	0.875189948987367	0.0015	0.0230131578947368	Thauera (234901)
80896	Freshwater	0.838116354923494	0.0034	0.0322553264604811	Rhodocyclaceae (80896)
107623	Freshwater	0.972021362613331	0.001	0.0177434782608696	Rhodocyclaceae (107623)
140458	Freshwater	0.989365170938847	1e-04	0.00784807692307692	Rhodocyclaceae (140458)
576674	Freshwater	0.845513818350284	0.004	0.0322553264604811	Rhodocyclaceae (576674)
30390	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Dechloromonas (30390)
144181	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Dechloromonas (144181)
551430	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Dechloromonas (551430)
230074	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Rhodocyclus (230074)
6713	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Rhodocyclus (6713)
278532	Freshwater	0.832495122113184	0.004	0.0322553264604811	Proteobacteria (278532)
204943	Freshwater	0.89117590001106	0.0024	0.0297702127659574	Proteobacteria (204943)
148449	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (148449)
214210	Freshwater	0.887436640757246	0.0072	0.0322553264604811	Proteobacteria (214210)
325942	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (325942)
573582	Freshwater	0.884616644930839	0.0067	0.0322553264604811	Proteobacteria (573582)
233959	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (233959)
242598	Freshwater	0.750903070766625	0.0123	0.0397377125193199	Proteobacteria (242598)
562528	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Thiobacillus (562528)
245116	Freshwater	0.848528137423857	0.0028	0.0322553264604811	Hydrogenophilaceae (245116)
539260	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Hydrogenophilaceae (539260)
509637	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Hydrogenophilaceae (509637)
224948	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Oxalobacter (224948)
181996	Freshwater	0.872273498824461	0.0035	0.0322553264604811	Herbaspirillum (181996)
251263	Freshwater	0.927899534979696	0.0016	0.0240058823529412	Oxalobacteraceae (251263)
587586	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Oxalobacteraceae (587586)
202769	Freshwater	0.8838167657788	0.0021	0.0288555555555556	Oxalobacteraceae (202769)
563357	Freshwater	0.838116354923494	0.0019	0.0269232638888889	Collimonas (563357)
133568	Freshwater	0.791256568074944	0.0064	0.0322553264604811	Oxalobacteraceae (133568)
67839	Freshwater	0.980730371238039	1e-04	0.00784807692307692	Oxalobacteraceae (67839)
242288	Freshwater	0.982262756122048	0.0016	0.0240058823529412	Polynucleobacter (242288)
324539	Freshwater	0.975653122650199	0.0012	0.0200704918032787	Polynucleobacter (324539)
73191	Freshwater	0.953257741764606	8e-04	0.0162517699115044	Cupriavidus (73191)
33253	Freshwater	0.846303944509387	0.0099	0.0343261682242991	Cupriavidus (33253)
320002	Freshwater	0.969411695898383	1e-04	0.00784807692307692	Proteobacteria (320002)
576928	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (576928)
306159	Freshwater	0.964026880375727	1e-04	0.00784807692307692	Proteobacteria (306159)
574956	Freshwater	0.98449518497084	1e-04	0.00784807692307692	Comamonadaceae (574956)
107152	Freshwater	0.74456203473864	0.0158	0.047099926953981	Comamonadaceae (107152)
119723	Freshwater	0.970494958830946	1e-04	0.00784807692307692	Simplicispira (119723)
422910	Freshwater	0.848528137423857	0.003	0.0322553264604811	Simplicispira (422910)
328795	Freshwater	1	1e-04	0.00784807692307692	Acidovorax (328795)
327583	Freshwater	0.927662529654132	2e-04	0.00896923076923077	Acidovorax (327583)
74685	Freshwater	0.886009190139857	0.003	0.0322553264604811	Acidovorax (74685)
64550	Freshwater	0.890840784948721	0.0108	0.0366374064837905	Acidovorax (64550)
141024	Freshwater	0.835507832085788	0.015	0.0453108808290155	Comamonadaceae (141024)
580578	Freshwater	1	1e-04	0.00784807692307692	Comamonadaceae (580578)
194785	Freshwater	0.928985305927998	1e-04	0.00784807692307692	Comamonadaceae (194785)
113128	Freshwater	0.791256568074944	0.0046	0.0322553264604811	Ramlibacter (113128)
124653	Freshwater	0.969963093301422	1e-04	0.00784807692307692	Limnohabitans (124653)
243487	Freshwater	0.821583836257749	0.0048	0.0322553264604811	Limnohabitans (243487)
332569	Freshwater	0.931891116296093	3e-04	0.01166	Limnohabitans (332569)
143875	Freshwater	0.884651736929383	9e-04	0.0162517699115044	Limnohabitans (143875)
72406	Freshwater	0.954313515420528	1e-04	0.00784807692307692	Limnohabitans (72406)
324241	Freshwater	0.996681354332954	8e-04	0.0162517699115044	Limnohabitans (324241)
328912	Freshwater	0.855688839374751	0.0014	0.0221449612403101	Limnohabitans (328912)
229790	Freshwater+Saline	0.994435513598251	0.0074	0.0322553264604811	Comamonadaceae (229790)
62986	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Aquamonas (62986)
368509	Freshwater	0.986558528576524	2e-04	0.00896923076923077	Aquamonas (368509)
228981	Freshwater	0.985314914659046	1e-04	0.00784807692307692	Rhodoferax (228981)
322506	Freshwater	1	1e-04	0.00784807692307692	Rhodoferax (322506)
142773	Freshwater	0.992673894012537	5e-04	0.014786231884058	Polaromonas (142773)
544356	Freshwater	0.99184780668095	0.0051	0.0322553264604811	Comamonadaceae (544356)
315609	Freshwater	0.960395881106955	1e-04	0.00784807692307692	Comamonadaceae (315609)
337173	Freshwater	0.945313186873322	1e-04	0.00784807692307692	Comamonadaceae (337173)
141075	Freshwater	0.774596669241483	0.0101	0.0348420118343195	Comamonadaceae (141075)
235390	Freshwater	0.749025340718831	0.0122	0.0397377125193199	Comamonadaceae (235390)
584580	Freshwater	0.932412886035128	0.0043	0.0322553264604811	Hydrogenophaga (584580)
552978	Freshwater	0.936386516800933	0.0013	0.0211366533864542	Comamonadaceae (552978)
105792	Freshwater	0.956689206214921	1e-04	0.00784807692307692	Tepidimonas (105792)
347702	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (347702)
511659	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Aquabacterium (511659)
37911	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Mitsuaria (37911)
263929	Freshwater	0.90157319425487	0.0012	0.0200704918032787	Roseateles (263929)
110215	Freshwater	0.894427190999916	9e-04	0.0162517699115044	Paucibacter (110215)
261931	Freshwater	0.954204294989221	0.0011	0.0187828451882845	Proteobacteria (261931)
7173	Freshwater	0.937042571331636	2e-04	0.00896923076923077	Leptothrix (7173)
277679	Freshwater	0.790112306351065	0.0146	0.0444978342046303	Sphaerotilus (277679)
260565	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Azohydromonas (260565)
107880	Freshwater	0.962003051692299	1e-04	0.00784807692307692	Azohydromonas (107880)
327001	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Rubrivivax (327001)
587796	Freshwater	0.835903210434791	0.0042	0.0322553264604811	Rubrivivax (587796)
221331	Freshwater	0.855688839374751	0.0015	0.0230131578947368	Methylibium (221331)
217417	Freshwater	0.906826899347781	5e-04	0.014786231884058	Methylibium (217417)
225864	Freshwater	0.871664496796144	0.0016	0.0240058823529412	Methylibium (225864)
230801	Freshwater	0.991971259045795	3e-04	0.01166	Methylibium (230801)
342757	Freshwater	0.989806053901859	5e-04	0.014786231884058	Methylibium (342757)
214611	Freshwater	0.762912791964922	0.0082	0.0322553264604811	Methylibium (214611)
576053	Freshwater	0.964653075232519	1e-04	0.00784807692307692	Methylibium (576053)
107290	Freshwater	0.774596669241483	0.0092	0.0322553264604811	Proteobacteria (107290)
323551	Freshwater	0.879739375086836	0.0032	0.0322553264604811	Proteobacteria (323551)
166838	Freshwater	0.8838167657788	8e-04	0.0162517699115044	Proteobacteria (166838)
17679	Freshwater	0.879995343952297	0.0042	0.0322553264604811	Proteobacteria (17679)
8882	Saline	0.98675819518944	0.0054	0.0322553264604811	Alteromonas (8882)
357417	Saline	0.90639867209326	0.008	0.0322553264604811	Salinimonas (357417)
140761	Saline	0.886405260427918	0.0016	0.0240058823529412	Pseudoalteromonas (140761)
259542	Saline	0.969689902733181	2e-04	0.00896923076923077	Pseudoalteromonas (259542)
140774	Saline	0.880830329272055	9e-04	0.0162517699115044	Pseudoalteromonas (140774)
161179	Saline	0.784464540552736	0.0091	0.0322553264604811	Pseudoalteromonas (161179)
140805	Saline	0.912870929175277	5e-04	0.014786231884058	Pseudoalteromonas (140805)
160023	Freshwater+Saline	0.900519215718941	0.0022	0.0297291390728477	Psychromonas (160023)
39185	Saline	0.912870929175277	8e-04	0.0162517699115044	Psychromonas (39185)
46271	Saline	0.816496580927726	0.0037	0.0322553264604811	Vibrio (46271)
362563	Saline	0.845154254728517	0.0032	0.0322553264604811	Vibrio (362563)
586740	Saline	0.836660026534076	0.0032	0.0322553264604811	Vibrio (586740)
169940	Saline	0.912870929175277	6e-04	0.0151148148148148	Vibrio (169940)
84937	Saline	0.769800358919501	0.0102	0.0348628140703518	Vibrio (84937)
549366	Saline	0.906183139995265	0.0022	0.0297291390728477	Vibrio (549366)
160550	Saline	0.816496580927726	0.0043	0.0322553264604811	Photobacterium (160550)
8249	Saline	0.812464474403335	0.0074	0.0322553264604811	Moraxella (8249)
107242	Saline	0.994693063566618	2e-04	0.00896923076923077	SUP05 (107242)
233692	Saline	0.910502907211971	7e-04	0.0162517699115044	SUP05 (233692)
388347	Freshwater+Saline	0.951281248961225	7e-04	0.0162517699115044	SUP05 (388347)
67478	Freshwater	0.877453595371331	0.0046	0.0322553264604811	SUP05 (67478)
104276	Saline	0.996055211447623	2e-04	0.00896923076923077	SUP05 (104276)
320243	Saline	0.790569415042095	0.0104	0.0354869565217391	CandidatusPortiera (320243)
593801	Freshwater+Saline	0.995864546769285	0.0081	0.0322553264604811	CandidatusPortiera (593801)
331005	Saline	0.910335171695914	0.0013	0.0211366533864542	CandidatusPortiera (331005)
232511	Saline	0.904929082592148	0.0078	0.0322553264604811	CandidatusPortiera (232511)
264258	Saline	0.912870929175277	5e-04	0.014786231884058	OM60 (264258)
338117	Saline	0.999498972862983	1e-04	0.00784807692307692	OM60 (338117)
