tax_id	AQC1cm	AQC4cm	AQC7cm	Even1	Even2	Even3	F21Plmr	LMEpi24M	M11Fcsw	M11Plmr	M11Tong	M31Fcsw	M31Plmr	M31Tong	NP2	NP3	NP5	SLEpi20M	TRRsed1	TRRsed2	TRRsed3	TS28	TS29
575662	32	96	52	1	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
572076	0	0	3	0	0	0	0	199	0	1	4	0	0	0	0	0	0	29	0	0	0	0	0
550158	0	0	1	0	0	1	0	196	0	1	4	0	0	1	0	0	0	40	0	0	0	0	0
550926	0	0	0	0	1	0	0	556	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0
589088	12	2	11	1	0	1	0	3814	1	0	48	0	0	7	1	2	0	1	1	0	0	0	0
310346	9	8	15	1	0	0	0	196	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
325555	19	17	18	0	0	0	0	31	0	0	0	0	15	0	4	3	2	0	2	1	0	0	0
509624	85	171	105	4	0	0	4	5	0	4	0	0	3	1	1	6	0	1	3	8	1	0	0
276603	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	318	64	0	23	9	1	0	0
581081	33	51	37	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
140384	16	35	13	0	0	0	0	0	0	0	0	0	0	1	8	93	21	0	1	0	0	0	0
354357	54	125	78	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1
113190	105	153	136	0	1	1	0	3	0	1	0	0	0	0	1	0	0	7	0	0	0	0	0
245969	3	4	3	1	0	0	0	8	0	1	0	0	0	0	0	1	0	4	2	42	37	0	0
529793	52	81	95	0	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	9	6	0	2
84258	69	80	76	1	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0
236284	141	211	202	2	0	0	0	1	1	5	0	0	2	1	2	0	0	0	1	2	1	1	2
223447	21	77	65	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
581739	22	37	51	0	0	1	1	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	1
203722	4	15	31	26	19	1	0	2	4	40	0	0	1	5	0	2	3	0	0	2	3	5	0
327290	0	0	1	1	2	2	3	2	0	130	0	0	3	3	0	0	0	0	1	4	1	0	0
175954	3	2	4	1	0	1	46	1	0	80	0	1	19	0	1	0	0	2	0	4	0	0	0
12926	0	0	0	1	1	0	8	0	0	258	0	0	7	3	0	0	0	0	0	1	0	0	0
35860	0	0	0	0	0	0	2	0	0	103	0	0	1	3	0	0	0	0	0	0	1	0	0
12988	2	0	0	1	1	1	13	2	0	56	0	0	29	0	0	1	0	0	2	3	2	0	0
273055	3	2	1	4	7	36	73	1	0	42	0	1	9	4	0	1	1	1	8	11	3	4	2
50040	44	55	68	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
264455	21	38	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
128098	1	1	0	3	0	0	4	0	0	19	0	0	3	0	0	0	1	0	0	48	21	0	0
305551	39	39	44	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	5	0	0	0
104294	1316	1013	1144	10	0	0	1	5	0	5	3	0	0	2	6	2	0	11	0	1	1	0	4
234186	15	11	6	1	0	0	0	16	0	0	2	0	0	0	0	0	0	136	0	0	0	0	0
11431	410	424	437	2	0	0	0	2	0	5	0	1	0	0	3	3	0	178	0	2	0	0	0
152323	990	1001	911	3	0	0	0	6	1	0	2	0	0	1	6	0	2	47	0	0	0	0	4
270517	320	303	277	1	0	2	0	302	0	5	4	0	0	1	112	62	155	43	0	1	0	0	1
331234	36	27	28	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	0	5	1	0	1
193229	1121	1584	1558	5	0	0	0	4	0	0	1	0	0	3	9	2	1	5	0	0	0	0	2
525816	7	2	3	0	2	0	0	8	0	0	4	0	0	1	0	1	0	227	0	0	0	0	0
110305	283	413	426	1	0	1	0	2	0	1	0	1	0	2	2	0	2	3	0	4	3	0	2
548945	4	3	2	0	0	0	0	478	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0
546222	36	14	157	13	13	35	1	53839	13	3	736	2	0	68	10	7	9	2975	17	3	3	4	2
312041	0	0	2	0	0	0	0	107	0	0	2	0	0	0	0	0	1	7	0	0	0	0	0
160626	6	0	18	1	0	1	0	5492	1	0	96	0	0	7	0	2	1	489	2	0	1	0	0
318920	8	3	12	1	2	5	0	11854	1	1	130	0	0	9	3	1	2	825	3	2	0	0	0
578307	4	1	2	0	0	0	0	181	0	0	4	0	0	0	0	0	0	176	0	0	0	0	0
235395	92	26	76	9	1	5	1	2790	0	5	42	1	0	5	2	4	1	9312	1	1	1	5	2
105395	491	91	346	15	8	4	2	57	3	5	47	3	2	21	5	17	10	31674	2	5	3	6	5
313857	570	98	353	13	7	12	10	5970	12	12	177	6	1	49	10	30	18	34688	5	11	6	7	7
355132	220	51	180	5	7	5	1	7605	2	4	107	3	0	10	5	10	7	16778	6	1	2	2	0
252398	548	99	413	20	7	7	4	20504	3	10	300	5	3	54	18	28	18	47208	16	14	2	10	5
350893	36	5	24	1	0	0	1	2896	2	1	42	0	0	8	0	0	1	1300	1	2	0	0	1
351161	116	22	114	4	1	3	3	14264	5	3	197	0	1	22	5	7	4	8874	2	2	2	6	4
331093	296	49	222	9	6	10	3	13214	4	7	196	3	0	30	9	15	9	21764	8	4	3	3	2
317658	1675	307	1281	68	24	61	23	92241	21	31	1351	13	9	206	40	61	65	136344	50	23	11	21	19
249078	10	3	10	1	0	0	0	650	0	1	17	0	0	1	0	0	1	1197	1	1	0	0	1
123714	3	0	6	0	0	0	0	31	0	0	1	0	0	0	0	0	1	262	0	0	0	0	0
329744	3542	695	2908	129	66	99	29	102525	45	64	1474	28	15	296	91	126	120	323914	83	51	28	52	48
104500	0	0	1	0	0	0	0	254	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
581541	98	22	63	5	1	1	1	1509	0	2	48	2	0	22	1	10	2	2755	0	3	1	1	1
11621	7	2	2	1	0	2	18	49	0	19	1	0	5	0	0	0	0	2	0	2	0	0	0
252888	8	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0
104265	26	34	30	2	4	11	14	1	0	117	0	0	24	1	0	1	1	1	2	8	2	1	0
250241	1	0	1	0	0	0	17	61	0	43	1	0	11	0	0	0	0	0	0	9	0	0	0
223578	115	49	49	1	1	0	8	20	0	64	0	0	35	1	0	1	0	1	0	1	1	0	0
83514	9	6	6	0	1	6	126	2	0	204	1	0	44	0	0	0	1	0	2	8	3	0	0
554377	45	15	8	0	3	6	4	26	2	16	1	0	7	1	0	0	0	0	4	2	0	1	0
11451	72	80	82	0	1	1	0	7	0	0	0	0	1	0	3	0	0	1	0	0	0	0	1
223418	1	1	0	1	5	4	35	1	1	113	0	1	28	1	0	0	0	0	1	4	3	0	0
11448	4	0	1	0	0	0	6	0	0	976	1	0	2	2	0	0	0	0	0	0	0	0	0
147604	43	65	40	1	11	0	53	2	1	148	2	0	80	1	0	0	0	4	0	1	2	0	0
83082	97	116	122	0	1	1	2	0	0	1	0	0	0	0	2	0	0	2	0	1	0	0	1
146122	31	22	20	1	2	0	43	2	1	29	0	0	7	0	0	0	0	0	0	0	0	0	0
153548	45	139	72	0	1	1	4	0	0	2	1	0	1	0	0	0	0	2	0	2	0	0	1
242751	0	0	0	0	0	0	22	5	0	88	1	0	21	0	0	0	0	7	0	0	0	1	0
269218	6	19	4	1	2	0	1	13	0	59	0	0	3	0	0	0	0	2	0	1	0	0	0
190663	91	404	236	1	2	4	8	907	1	24	19	0	10	3	2	5	2	12	1	2	1	0	1
242450	7	66	91	0	0	1	23	118	0	36	2	0	12	3	23	87	52	18	4	3	2	1	0
546690	3	2	0	0	0	0	2	54	0	63	0	0	27	0	0	1	0	9	0	0	0	0	0
207157	4	3	4	0	0	0	0	796	0	10	9	0	6	0	1	0	0	4	0	0	0	0	0
230342	0	0	0	0	0	1	0	164	0	0	1	0	0	0	2	3	1	0	0	0	0	0	0
229136	5	4	11	0	1	0	1	3862	1	0	39	0	1	1	0	0	0	454	2	1	0	1	0
307298	3	5	41	3	2	17	4	37494	5	2	439	0	1	40	5	10	5	3	18	0	1	1	1
269755	3	2	9	1	0	4	0	6205	3	3	94	0	0	4	8	29	16	36	3	0	0	0	1
311254	0	1	0	0	0	0	0	223	0	2	4	0	1	0	0	3	0	3	0	0	0	0	0
542975	1	3	27	1	2	13	1	23940	2	0	290	1	1	14	3	5	4	4	7	2	1	1	2
240200	16	5	20	3	4	6	0	9210	3	0	101	0	0	8	4	396	14	1164	0	5	0	1	1
240435	8	10	8	4	2	1	2	1301	3	5	26	0	0	11	571	912	653	68	2	0	1	0	0
263950	11	21	18	1	0	3	5	2707	3	18	41	2	14	0	4	22	6	33	1	2	0	0	0
398836	6	7	10	0	0	3	0	3672	2	3	46	0	0	3	138	753	372	413	2	0	0	0	0
177797	40	43	57	1	1	0	26	151	0	52	0	0	34	1	0	0	0	30	0	1	3	0	0
292764	1	0	0	0	0	0	4	387	0	48	6	0	9	0	0	0	0	47	0	1	0	0	0
362552	70	118	112	0	0	2	36	125	1	148	1	0	87	1	0	4	0	97	0	8	2	0	0
59853	0	0	0	0	0	0	0	34	0	70	0	0	3	0	0	0	0	1	0	0	0	0	0
19936	3	1	0	0	0	1	7	141	0	17	0	0	56	0	0	0	0	17	0	0	0	0	0
226363	10	29	25	0	1	2	6	1718	0	26	31	0	18	0	0	0	0	17	0	0	0	0	0
218035	4	3	2	0	1	0	39	5	0	242	1	0	75	2	0	0	0	8	0	1	1	0	0
130238	1	2	3	0	0	0	0	206	0	2	3	0	1	0	0	1	0	1	0	0	0	0	0
223546	0	0	0	0	0	0	27	0	0	48	0	0	63	0	0	0	0	2	0	0	0	0	0
38522	1	0	1	0	0	0	0	115	0	4	4	0	0	0	0	1	0	1	1	0	0	0	0
35440	3	3	2	0	1	0	29	120	0	106	1	0	63	0	0	0	0	17	0	3	1	0	0
556066	27	75	46	1	1	3	30	5634	4	238	91	1	45	5	9	46	13	70	1	0	1	0	0
593699	5	5	1	2	8	2	274	11	2	11900	8	4	184	16	1	2	1	22	0	13	4	1	2
29284	2	2	3	0	3	0	2	0	0	93	0	0	4	1	0	0	0	5	7	14	2	0	0
145846	1	2	2	0	3	0	63	0	1	140	0	0	75	2	0	0	0	1	0	2	1	0	0
239951	0	0	0	0	0	0	8	5	0	360	0	0	10	9	0	0	0	1	0	1	0	0	0
219876	0	0	0	0	0	0	3	0	0	108	0	0	0	1	0	0	0	0	0	0	1	0	0
236808	32	67	82	1	2	2	4	1	0	2	0	0	6	0	2	0	0	0	0	3	0	0	0
529501	0	0	0	0	0	0	15	0	0	583	0	0	156	0	0	1	1	0	0	3	0	0	1
113648	0	0	0	0	0	0	6	0	0	225	0	0	49	1	0	0	2	0	0	4	2	0	0
12533	1	0	0	0	0	0	10	0	0	285	0	0	16	0	0	0	0	0	0	0	0	0	0
33876	2	1	0	0	0	0	17	4	0	70	5	0	28	227	0	0	0	0	0	0	2	0	0
369064	0	2	0	0	2	0	24	3	0	596	3	0	22	130	0	0	0	0	1	3	0	0	0
240850	0	0	0	0	0	0	10	1	0	697	1	0	13	2	0	0	1	3	0	0	0	0	0
109814	1	0	0	0	0	0	6	3	0	12	3	0	9	78	0	0	0	1	4	6	2	0	0
102681	0	0	0	0	1	0	17	0	0	81	0	0	51	0	0	1	0	0	0	9	4	0	0
157133	0	0	1	0	0	2	8	0	0	51	1	0	16	76	0	0	2	0	0	5	1	0	0
12321	0	0	0	0	1	0	41	11	0	44	1	0	5	0	0	1	0	0	0	1	1	0	0
249637	1	2	0	0	0	0	5	7	0	18	3	0	2	2	19	81	55	0	2	5	0	0	0
289962	3	0	2	0	0	0	0	43	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0
12346	4	24	38	0	0	0	23	1	0	4	0	0	34	0	0	0	1	0	0	1	0	0	0
375136	0	0	0	0	0	0	37	8	0	144	1	1	48	0	0	0	0	0	1	1	1	0	0
44206	0	0	0	0	0	0	1	0	0	20	2	0	6	84	0	0	0	1	0	1	0	2	1
139651	0	6	9	0	1	0	9	8	0	29	0	0	8	0	10	37	32	0	0	6	0	0	0
524457	3	0	0	1	1	0	6	3	1	9	3	0	8	109	0	0	1	0	0	0	1	0	0
470273	0	0	0	0	0	0	165	0	0	0	1	0	95	0	0	0	0	0	0	0	0	0	0
83011	1	1	0	0	0	0	363	3	0	41	3	0	1561	8	1	0	0	0	0	0	0	0	1
79234	0	0	0	0	0	0	38	4	0	9	16	1	41	704	0	0	1	0	0	0	0	0	0
26061	0	0	0	0	0	0	169	1	0	14	0	0	190	13	0	0	0	0	0	0	0	0	1
583523	0	0	0	0	0	0	11	0	0	1	0	0	87	1	0	0	0	0	0	0	0	0	0
584347	5	6	2	0	2	2	4258	3	2	178	10	0	5757	27	2	3	1	2	5	0	0	0	1
103151	0	0	0	0	0	0	0	0	0	3	9	0	90	121	0	0	0	0	0	0	1	0	0
12561	0	2	0	0	0	0	60	0	0	4	1	0	110	7	0	0	0	0	0	0	0	0	0
24150	0	1	0	0	0	0	671	2	1	35	2	0	1496	6	0	1	0	0	1	0	0	0	0
470693	0	0	0	0	0	0	0	0	0	17	0	29	105	0	0	0	0	0	0	0	0	1	0
131712	0	1	0	0	0	0	8	0	1	89	0	769	190	0	0	0	0	0	0	0	0	5	1
131783	0	0	0	0	0	0	2	1	0	118	1	0	45	0	0	0	0	0	0	0	0	0	0
67513	2	0	2	1	0	0	102	14	3	9	30	1	120	2584	4	0	5	2	0	0	0	2	12
152869	0	0	0	1	0	0	0	0	0	3	7	0	19	126	0	0	0	0	0	0	0	0	0
12570	0	1	0	0	0	0	150	0	0	3	0	0	202	9	0	0	0	0	0	0	0	0	1
23235	2	1	3	1	1	1	335	13	7	80	287	15	1621	4393	2	2	5	1	1	0	0	12	13
12567	1	0	0	0	0	0	8	0	0	8	8	1	37	100	0	0	0	0	0	0	0	2	0
252421	0	0	0	0	0	0	0	1	2	9	0	0	137	0	0	0	0	0	0	0	0	0	1
36025	0	0	0	0	0	0	2	0	0	9	0	0	149	0	0	0	0	0	0	0	0	0	0
100122	0	0	0	0	0	0	11	0	0	169	0	0	105	0	0	0	2	0	0	1	0	0	0
266173	0	0	0	0	0	0	5	1	0	837	1	0	8	0	0	0	1	0	0	0	0	0	0
230376	0	0	0	0	0	0	1	1	0	0	0	0	167	1	0	2	3	0	0	2	0	0	0
555009	0	0	0	0	0	0	20	0	0	54	0	0	29	0	0	0	3	0	0	7	2	0	0
529839	1	7	8	0	1	0	529	12	0	1408	4	0	178	4	17	56	49	1	2	5	3	1	0
567669	1	3	1	0	1	0	1137	2	1	3000	6	1	389	6	0	5	23	3	4	9	8	0	0
566596	1	0	3	0	0	0	0	3	0	2	4	0	16	105	0	2	1	0	1	0	0	1	0
543491	14	7	10	13	8	6	172	151	7	91	243	2	1860	15226	1	11	37	5	3	6	2	3	3
58301	17	7	18	10	8	1	1958	196	4	253	287	3	5485	2259	1	6	15	6	6	10	2	3	2
471141	58	23	52	25	29	11	782	491	12	306	1150	15	9196	91809	9	19	138	21	12	18	10	17	16
193899	0	0	0	0	0	0	5	1	0	6	0	0	314	3	0	0	0	0	0	0	0	0	0
100937	8	3	1	3	0	3	572	12	2	12143	14	2	3910	18	0	9	8	3	0	3	1	2	2
581042	1	7	10	0	2	0	40	0	0	69	0	0	38	0	0	1	0	2	0	10	5	0	0
267323	3	7	11	1	2	1	25	0	0	54	0	0	25	0	0	0	0	3	0	11	12	0	0
554201	4	11	6	1	0	0	63	0	0	68	1	0	39	1	0	1	0	7	0	14	9	0	1
136467	2	7	14	0	3	1	60	0	0	98	0	0	61	0	0	0	0	2	1	18	6	0	0
270098	6	11	20	1	0	0	56	0	0	97	0	0	38	0	0	0	0	5	0	24	19	1	0
251817	0	0	0	0	0	0	45	0	0	108	1	0	79	0	0	0	0	0	0	0	0	0	0
101943	0	0	0	0	0	0	43	0	0	118	1	0	44	0	0	0	0	0	0	4	1	0	0
272208	0	0	1	0	0	0	63	1	1	582	0	12	438	1	0	1	3	1	2	86	11	1	0
320879	2	4	0	2	1	3	339	2	5	5949	3	161	6385	8	0	4	2	1	0	2	3	3	1
13459	2	0	1	1	1	2	22	4	0	3312	4	1	21	6	0	2	1	0	1	1	1	0	1
470178	0	0	0	1	0	0	202	0	1	428	0	0	94	1	0	0	0	0	0	0	0	0	0
552026	2	1	0	0	1	0	43	0	0	2246	2	3	594	2	1	0	0	1	0	3	3	0	0
305123	0	0	0	0	0	0	0	0	0	1	0	0	592	0	0	0	0	0	0	0	0	0	1
544910	1	2	0	0	1	0	25	0	1	1589	3	1	1639	3	0	5	0	1	0	0	0	0	3
261774	0	0	0	0	0	1	238	0	0	852	2	6	1030	1	0	0	0	4	0	1	0	0	1
13453	0	0	1	0	0	0	67	0	0	287	2	3	344	0	0	0	2	0	0	0	0	3	0
470207	1	0	0	1	0	0	2	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0
534507	0	0	1	1	0	0	21	0	1	1363	3	0	345	0	1	1	0	0	0	0	0	0	0
13456	0	1	0	0	0	0	136	2	11	600	0	1	319	1	0	0	0	0	0	0	0	0	1
451398	1	0	0	0	0	1	36	0	2	508	1	0	255	1	0	0	1	0	0	0	0	0	0
470190	1	0	0	0	0	1	53	0	0	106	1	1	892	3	0	0	0	0	0	0	0	0	0
270102	0	1	1	2	0	3	163	4	1	5694	5	10	1577	14	0	0	1	2	1	9	7	2	1
470219	4	7	1	2	1	2	1752	14	2	8730	15	10	8739	15	0	10	3	2	1	0	0	7	3
410908	0	0	0	0	0	0	21	2	0	59	0	0	1499	0	0	1	0	3	0	0	0	1	0
82696	0	0	0	0	1	0	39	0	0	0	0	0	578	0	0	0	0	5	0	0	0	0	0
13420	0	0	0	0	0	1	68	0	0	52	2	0	2691	0	0	0	2	0	0	0	0	0	1
58295	3	0	0	0	0	0	814	5	0	185	4	1	6250	24	0	0	0	1	0	0	1	2	1
557799	0	0	0	0	0	0	13	0	0	26	0	13	161	1	0	0	0	0	0	0	0	0	0
470200	1	0	0	0	0	1	2	0	0	149	0	4	192	0	0	1	0	0	0	0	0	0	0
470188	0	1	0	0	0	0	113	4	8	3004	2	0	2301	5	0	1	3	2	1	1	0	3	0
361871	2	0	0	0	0	0	268	1	0	39	2	0	322	4	0	0	0	0	0	0	0	0	0
470213	3	9	4	3	1	3	6310	14	2	792	25	3	8193	45	1	2	3	7	5	1	2	1	1
536902	0	0	0	0	0	0	22	1	0	656	3	1	228	1	0	0	0	1	0	1	0	0	0
358127	0	0	0	0	0	0	2	0	0	107	0	0	66	0	0	0	1	0	0	0	0	0	0
81096	2	6	1	2	0	1	65	1	0	10144	6	2	22	12	1	0	1	1	0	1	2	0	2
241543	1	0	1	0	1	0	0	0	0	327	0	0	121	1	0	7	0	2	0	5	3	0	0
13581	0	1	1	0	0	1	22	0	0	140	0	0	155	0	1	5	0	56	0	4	3	0	0
131262	0	0	0	0	0	0	11	0	0	261	1	0	10	2	0	0	0	0	0	5	0	0	0
142287	1	0	1	0	0	0	12	0	0	86	0	0	1	0	0	0	0	0	0	19	2	0	0
154902	2	0	0	1	0	2	10	4	0	3595	3	0	0	3	0	0	0	0	0	2	0	0	0
36832	0	0	0	0	0	0	2	0	0	257	1	0	23	2	0	0	0	0	0	0	0	0	0
558953	1	1	1	0	0	0	26	5	0	1457	0	0	59	7	0	1	0	0	1	3	9	1	0
20974	0	0	0	0	0	0	2	0	0	997	0	0	6	2	0	0	1	0	0	0	1	0	0
